"","sample","maxGeneset"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F05.S257.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F03.S447.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F10.S454.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H07.S283.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.H10.S574.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E07.S439.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C01.S217.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.A10.S394.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D11.S239.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C04.S220.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G12.S468.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D02.S230.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G01.S457.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G04.S268.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D01.S229.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H02.S278.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G03.S267.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G02.S266.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F05.S449.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.D12.S528.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B04.S208.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.C02.S506.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C06.S414.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D10.S238.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F06.S450.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E12.S444.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.D08.S428.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F02.S446.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G07.S463.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B09.S405.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.D01.S421.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C09.S225.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G05.S269.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B05.S209.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B05.S401.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C06.S222.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E09.S441.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.A12.S396.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D06.S234.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G12.S276.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C09.S417.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C12.S420.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F11.S263.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E11.S443.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F08.S260.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B07.S211.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C12.S228.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E06.S438.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E10.S442.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C11.S227.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B11.S407.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C05.S221.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C03.S411.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B12.S216.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G03.S459.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F12.S264.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E02.S434.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.A02.S386.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F06.S258.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H04.S280.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.H10.S478.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B03.S207.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G06.S366.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.C04.S316.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.G10.S658.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.C10.S610.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.C01.S601.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B03.S303.comb","Sample79","naive2"
"cy79.p4.CD45.pos.PD1.pos.G07.S367.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.E08.S632.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.A04.S292.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.A04.S580.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.F06.S642.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.C11.S323.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.B04.S592.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.F10.S646.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.A03.S291.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.D08.S332.comb","Sample79","cytotoxic1"
"cy79.p5.CD45.pos.PD1.pos.D02.S614.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.A07.S583.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G04.S652.comb","Sample79","predysfunctional3"
"cy82.CD45.pos.3.G08.S80.comb","Sample82","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.C11.S611.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D02.S326.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.G08.S368.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.F08.S644.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.F12.S648.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.A10.S298.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.H02.S662.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.E09.S633.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G05.S653.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.H07.S667.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.D03.S615.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.E07.S343.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.F01.S349.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.G12.S660.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.E04.S628.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.B08.S596.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.F04.S352.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.H06.S666.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.F02.S638.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G05.S365.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.G02.S362.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.F02.S350.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.D04.S616.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G08.S656.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.E10.S634.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.E01.S625.comb","Sample79","naive2"
"cy79.p4.CD45.pos.PD1.pos.G03.S363.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.F03.S639.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.F03.S351.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G12.S372.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.H03.S375.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.B01.S589.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.neg.PDL1.pos.B05.S401.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.C05.S605.comb","Sample79","dysfunctional4"
"cy82.CD45.pos.3.H10.S94.comb","Sample82","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.C09.S321.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.E06.S630.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.B10.S598.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.E11.S347.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.A03.S579.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.F05.S353.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.F11.S359.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.C02.S602.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.F09.S357.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G07.S655.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.D05.S617.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.A08.S584.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G11.S371.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.A02.S290.comb","Sample79","naive2"
"cy79.p4.CD45.pos.PD1.pos.E08.S344.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.G04.S364.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.H01.S661.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.D09.S333.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.H04.S664.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.A07.S295.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.H12.S384.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.E03.S339.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.A02.S578.comb","Sample79","predysfunctional3"
"cy82.CD45.pos.1.C04.S508.comb","Sample82","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.B02.S590.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.D10.S622.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.B05.S593.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.C02.S314.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.H01.S373.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.D08.S620.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D07.S331.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.E07.S631.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.E02.S338.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.D11.S623.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D05.S329.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.G06.S654.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G11.S659.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.H11.S671.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.C03.S315.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.C12.S612.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.H05.S377.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.H12.S672.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B12.S312.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.G09.S657.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.C06.S606.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B08.S308.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.E05.S629.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B01.S301.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.F07.S643.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.F01.S637.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.B06.S594.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.E10.S346.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.F11.S647.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.B09.S309.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.E11.S635.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.C07.S319.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.B04.S304.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G09.S369.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B02.S302.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.G10.S370.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.H03.S663.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.H09.S381.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.C05.S317.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.C08.S608.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.C04.S604.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D03.S327.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.C09.S609.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D11.S335.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.B05.S305.comb","Sample79","naive2"
"cy79.p4.CD45.pos.PD1.pos.F07.S355.comb","Sample79","predysfunctional3"
"cy79.p5.CD45.pos.PD1.pos.H08.S668.comb","Sample79","dysfunctional4"
"cy79.p5.CD45.pos.PD1.pos.H09.S669.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.H11.S383.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.G01.S361.comb","Sample79","naive2"
"cy79.p5.CD45.pos.PD1.pos.F04.S640.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.pos.PD1.pos.D10.S334.comb","Sample79","dysfunctional4"
"cy79.p4.CD45.neg.PDL1.neg.F01.S1117.comb","Sample79","naive2"
"cy79.p4.CD45.pos.PD1.pos.E12.S348.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.D01.S325.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.H10.S382.comb","Sample79","predysfunctional3"
"cy79.p4.CD45.pos.PD1.pos.C01.S313.comb","Sample79","dysfunctional4"
"cy74.CD45.pos.A12.S684.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.D08.S620.comb","Sample58","dysfunctional4"
"cy82.CD45.pos.2.B09.S501.comb","Sample82","cytotoxic1"
"cy74.CD45.pos.E12.S732.comb","Sample74","naive2"
"cy74.CD45.pos.D09.S717.comb","Sample74","predysfunctional3"
"cy72.CD45.pos.D03.S903.comb","Sample72","naive2"
"cy58.1.CD45.pos.D10.S622.comb","Sample58","dysfunctional4"
"cy80.CD45.pos.PD1.pos.G05.S173.comb","Sample80","dysfunctional4"
"cy72.CD45.pos.G10.S946.comb","Sample72","naive2"
"cy58.1.CD45.pos.D06.S618.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.G03.S747.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.B04.S688.comb","Sample74","predysfunctional3"
"cy72.CD45.pos.H10.S958.comb","Sample72","naive2"
"cy74.CD45.pos.C05.S701.comb","Sample74","predysfunctional3"
"cy58.1.CD45.pos.A07.S583.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.A09.S681.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.D02.S710.comb","Sample74","dysfunctional4"
"cy80.CD45.pos.PD1.pos.F05.S161.comb","Sample80","dysfunctional4"
"cy74.CD45.pos.F12.S744.comb","Sample74","predysfunctional3"
"cy80.CD45.pos.PD1.pos.D12.S144.comb","Sample80","dysfunctional4"
"cy58.1.CD45.pos.A04.S580.comb","Sample58","naive2"
"cy74.CD45.pos.B06.S690.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.C12.S612.comb","Sample58","predysfunctional3"
"cy74.CD45.pos.C09.S705.comb","Sample74","dysfunctional4"
"cy72.CD45.pos.A12.S876.comb","Sample72","naive2"
"cy74.CD45.pos.B05.S689.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.C04.S700.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.B08.S596.comb","Sample58","dysfunctional4"
"cy82.CD45.pos.2.A07.S487.comb","Sample82","predysfunctional3"
"cy53.1.CD45.pos.1.F06.S66.comb","Sample53","cytotoxic1"
"cy74.CD45.pos.E02.S722.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.F03.S639.comb","Sample58","dysfunctional4"
"cy53.1.CD45.neg.D02.S326.comb","Sample53","naive2"
"cy58.1.CD45.pos.C09.S609.comb","Sample58","cytotoxic1"
"cy74.CD45.pos.G11.S755.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.G09.S657.comb","Sample58","predysfunctional3"
"cy74.CD45.pos.C03.S699.comb","Sample74","naive2"
"cy74.CD45.pos.C07.S703.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.E08.S632.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.E03.S723.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.F10.S646.comb","Sample58","cytotoxic1"
"cy58.1.CD45.pos.H09.S669.comb","Sample58","dysfunctional4"
"cy72.CD45.pos.B02.S878.comb","Sample72","naive2"
"cy53.1.CD45.pos.2.B01.S973.comb","Sample53","naive2"
"cy53.1.CD45.pos.2.D04.S1000.comb","Sample53","naive2"
"cy74.CD45.pos.G07.S751.comb","Sample74","predysfunctional3"
"cy53.1.CD45.pos.1.C09.S33.comb","Sample53","cytotoxic1"
"cy74.CD45.pos.F03.S735.comb","Sample74","predysfunctional3"
"cy53.1.CD45.pos.1.D04.S40.comb","Sample53","cytotoxic1"
"cy74.CD45.pos.F01.S733.comb","Sample74","dysfunctional4"
"cy82.CD45.pos.2.A12.S492.comb","Sample82","predysfunctional3"
"cy53.1.CD45.pos.1.B07.S19.comb","Sample53","predysfunctional3"
"cy74.CD45.pos.E09.S729.comb","Sample74","dysfunctional4"
"cy80.CD45.pos.PD1.pos.H07.S187.comb","Sample80","predysfunctional3"
"cy72.CD45.pos.F04.S928.comb","Sample72","naive2"
"cy58.1.CD45.pos.A02.S578.comb","Sample58","dysfunctional4"
"cy58.1.CD45.pos.E02.S626.comb","Sample58","naive2"
"cy58.1.CD45.pos.F01.S637.comb","Sample58","dysfunctional4"
"cy80.CD45.pos.PD1.pos.H09.S189.comb","Sample80","naive2"
"cy58.1.CD45.pos.D02.S614.comb","Sample58","dysfunctional4"
"cy80.CD45.pos.PD1.pos.B05.S113.comb","Sample80","predysfunctional3"
"cy74.CD45.pos.E04.S724.comb","Sample74","predysfunctional3"
"cy58.1.CD45.pos.H06.S666.comb","Sample58","dysfunctional4"
"cy53.1.CD45.pos.2.D06.S1002.comb","Sample53","naive2"
"cy74.CD45.pos.G08.S752.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.A05.S581.comb","Sample58","dysfunctional4"
"cy53.1.CD45.pos.1.C10.S34.comb","Sample53","cytotoxic1"
"cy72.CD45.pos.G02.S938.comb","Sample72","naive2"
"cy74.CD45.pos.E05.S725.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.H04.S664.comb","Sample58","predysfunctional3"
"cy58.1.CD45.pos.B11.S599.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.E08.S728.comb","Sample74","naive2"
"cy53.1.CD45.pos.2.A03.S963.comb","Sample53","predysfunctional3"
"cy58.1.CD45.pos.B04.S592.comb","Sample58","dysfunctional4"
"cy58.1.CD45.pos.H07.S667.comb","Sample58","cytotoxic1"
"cy74.CD45.pos.D10.S718.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.G06.S654.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.D06.S714.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.B08.S692.comb","Sample74","dysfunctional4"
"cy53.1.CD45.pos.1.G04.S76.comb","Sample53","naive2"
"cy58.1.CD45.pos.C02.S602.comb","Sample58","naive2"
"cy72.CD45.pos.E11.S923.comb","Sample72","naive2"
"cy74.CD45.pos.C01.S697.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.G07.S655.comb","Sample58","predysfunctional3"
"cy74.CD45.pos.F09.S741.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.C10.S610.comb","Sample58","naive2"
"cy58.1.CD45.pos.H10.S670.comb","Sample58","predysfunctional3"
"cy53.1.CD45.pos.1.G03.S75.comb","Sample53","cytotoxic1"
"cy53.1.CD45.pos.1.B12.S24.comb","Sample53","cytotoxic1"
"cy80.CD45.pos.PD1.pos.B01.S109.comb","Sample80","dysfunctional4"
"cy72.CD45.pos.G06.S942.comb","Sample72","naive2"
"cy58.1.CD45.pos.F06.S642.comb","Sample58","naive2"
"cy72.CD45.pos.C04.S892.comb","Sample72","naive2"
"cy72.CD45.pos.D01.S901.comb","Sample72","naive2"
"cy53.1.CD45.pos.1.F03.S63.comb","Sample53","cytotoxic1"
"cy58.1.CD45.pos.A08.S584.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.G01.S745.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.E06.S630.comb","Sample58","naive2"
"cy53.1.CD45.pos.2.C06.S990.comb","Sample53","predysfunctional3"
"cy74.CD45.pos.C08.S704.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.F08.S740.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.C06.S702.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.B07.S691.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.F05.S641.comb","Sample58","dysfunctional4"
"cy74.CD45.pos.C10.S706.comb","Sample74","dysfunctional4"
"cy53.1.CD45.pos.1.F12.S72.comb","Sample53","naive2"
"cy74.CD45.pos.F10.S742.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.G05.S749.comb","Sample74","dysfunctional4"
"cy58.1.CD45.pos.A06.S582.comb","Sample58","cytotoxic1"
"cy53.1.CD45.pos.1.A10.S10.comb","Sample53","naive2"
"cy74.CD45.pos.D04.S712.comb","Sample74","predysfunctional3"
"cy58.1.CD45.pos.G08.S656.comb","Sample58","naive2"
"cy58.1.CD45.pos.G12.S660.comb","Sample58","predysfunctional3"
"cy74.CD45.pos.A03.S675.comb","Sample74","predysfunctional3"
"cy58.1.CD45.pos.H03.S663.comb","Sample58","dysfunctional4"
"cy58.1.CD45.pos.A03.S579.comb","Sample58","naive2"
"cy58.1.CD45.pos.D09.S621.comb","Sample58","dysfunctional4"
"cy58.1.CD45.pos.B06.S594.comb","Sample58","predysfunctional3"
"cy74.CD45.pos.D08.S716.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.A02.S674.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.A04.S676.comb","Sample74","naive2"
"cy58.1.CD45.pos.E09.S633.comb","Sample58","cytotoxic1"
"cy74.CD45.pos.F11.S743.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.D05.S713.comb","Sample74","dysfunctional4"
"cy53.1.CD45.pos.1.G01.S73.comb","Sample53","dysfunctional4"
"cy72.CD45.pos.D05.S905.comb","Sample72","naive2"
"cy53.1.CD45.pos.1.A07.S7.comb","Sample53","naive2"
"cy74.CD45.pos.B01.S685.comb","Sample74","predysfunctional3"
"cy74.CD45.pos.D01.S709.comb","Sample74","dysfunctional4"
"cy74.CD45.pos.G06.S750.comb","Sample74","dysfunctional4"
